Sale Date,Seller Name,Product Sold,Units,Money Received
2022-11-11,Michael Johnson,Stapler,50,3144.5
2022-11-29,Don Finn,Pen,10,211.0
2023-03-08,Don Finn,Desk,72,1458.0
2022-11-13,David Wilson,Pencil,30,757.8
2023-03-20,Don Finn,Pen,74,151870.2
2022-07-15,Emily Brown,Notebook,8,229.44
2022-07-13,Don Finn,Stapler,36,820.8
2022-08-25,Emily Brown,Stapler,11,651.64
2022-07-20,Don Finn,Highlighter,28,1782.48
2023-06-03,David Wilson,Notebook,90,11727.9
2023-01-05,Emily Brown,Highlighter,26,5523.7
2022-09-09,Don Finn,Stapler,43,106666.23
2022-07-04,Emily Brown,Pen,13,381.03
2023-04-19,Michael Johnson,Notebook,38,70355.86
2023-03-03,Baby Lo,Notebook,65,15864.55
2022-11-18,David Wilson,Pencil,18,194.58
2023-02-25,Emily Brown,Pencil,7,13952.68
2023-01-10,David Wilson,Desk,45,1030.05
2023-02-03,Jerry Fren,Highlighter,84,894.6
2022-07-10,John Doe,Pencil,12,1440.72
2023-05-22,Don Finn,Notebook,23,4814.13
2022-11-07,Jane Smith,Highlighter,11,579.37
2022-09-21,Jerry Fren,Notebook,40,980.4
2022-08-16,Jerry Fren,Stapler,6,11057.82
2023-02-19,Jane Smith,Pen,70,1766.1
2022-11-21,John Doe,Desk,61,1312.72
2022-10-12,Jerry Fren,Highlighter,43,2750.71
2022-12-06,Michael Johnson,Pencil,11,2486.66
2022-07-09,Jerry Fren,Stapler,53,663.56
2022-12-03,Emily Brown,Desk,73,159518.87
2023-01-15,Jerry Fren,Stapler,22,260.48
2023-05-31,John Doe,Pen,83,5004.07
2022-07-07,Jerry Fren,Pencil,66,151307.64
2022-10-26,Don Finn,Highlighter,60,773.4
2023-01-07,Baby Lo,Stapler,42,2794.68
2022-09-26,Michael Johnson,Desk,81,1858.95
2022-06-23,Baby Lo,Pen,5,1075.55
2022-09-24,Baby Lo,Notebook,64,13715.2
2022-09-18,Don Finn,Pen,51,592.11
2022-11-07,Michael Johnson,Pen,96,11890.56
2022-08-15,Jane Smith,Pen,42,1225.98
2022-07-12,Michael Johnson,Stapler,51,596.19
2023-01-22,Don Finn,Notebook,55,1544.4
2023-04-08,Emily Brown,Stapler,43,5425.31
2022-09-26,Emily Brown,Pencil,73,17319.98
2022-08-03,Emily Brown,Stapler,61,12780.72
2022-08-02,Emily Brown,Desk,54,154124.1
2023-06-11,Jane Smith,Notebook,21,2641.8
2023-05-26,Don Finn,Notebook,8,20681.36
2023-04-23,Baby Lo,Notebook,76,3948.96
2022-08-17,David Wilson,Stapler,24,39795.36
2022-07-18,Jane Smith,Highlighter,79,1018.31
2023-01-23,Emily Brown,Stapler,30,4328.4
2023-05-10,Baby Lo,Desk,69,1660.14
2023-02-06,Jerry Fren,Desk,43,476.44
2022-09-11,Don Finn,Stapler,48,6129.6
2023-01-07,Michael Johnson,Highlighter,39,1960.14
2022-07-24,Michael Johnson,Pen,34,8261.32
2022-08-17,Don Finn,Pencil,56,665.28
2023-05-25,Don Finn,Stapler,12,287.76
2023-04-10,Jerry Fren,Desk,1,55.87
2023-04-13,Michael Johnson,Highlighter,34,67889.5
2023-06-03,David Wilson,Stapler,76,183464.76
2022-09-24,Jerry Fren,Stapler,74,14848.1
2022-10-04,David Wilson,Highlighter,30,3921.6
2023-01-14,Don Finn,Desk,29,2027.1
2023-04-01,Don Finn,Desk,83,2094.92
2022-09-01,Don Finn,Stapler,30,609.0
2022-11-22,Don Finn,Desk,85,11219.15
2023-06-06,Michael Johnson,Notebook,94,1187.22
2022-06-27,John Doe,Notebook,63,3252.69
2023-04-12,Baby Lo,Stapler,87,20665.98
2022-09-03,Michael Johnson,Desk,53,12677.07
2022-08-17,Don Finn,Highlighter,3,35.37
2023-02-06,Don Finn,Desk,41,5105.73
2022-09-14,Baby Lo,Pen,6,162.48
2023-04-27,John Doe,Desk,85,5687.35
2023-03-21,Jerry Fren,Desk,40,808.8
2022-12-14,John Doe,Desk,96,14138.88
2022-12-25,David Wilson,Desk,76,5199.92
2022-10-25,Jerry Fren,Highlighter,15,1045.2
2023-05-08,David Wilson,Desk,8,90.4
2022-09-12,Michael Johnson,Pen,63,113358.42
2022-12-25,Michael Johnson,Stapler,17,214.71
2023-05-11,John Doe,Pencil,85,12651.4
2022-09-28,Baby Lo,Stapler,75,4626.75
2023-06-12,John Doe,Pen,41,6042.58
2022-12-28,Don Finn,Stapler,73,10301.03
2022-09-21,John Doe,Pencil,53,7761.85
2023-01-14,Baby Lo,Desk,23,54499.42
2023-01-05,Don Finn,Highlighter,1,22.77
2022-12-08,Michael Johnson,Stapler,83,246465.18
2022-10-07,Emily Brown,Pen,5,61.25
2023-03-16,Michael Johnson,Notebook,15,3577.65
2022-10-17,Jerry Fren,Desk,9,92.16
2023-02-01,Baby Lo,Notebook,18,47579.58
2022-09-09,John Doe,Highlighter,45,1324.8
2023-03-29,David Wilson,Pencil,21,219.87
2023-04-06,David Wilson,Stapler,60,1687.2
2023-04-06,Emily Brown,Highlighter,22,268.4
2023-06-15,Don Finn,Pen,91,11187.54
2022-07-24,David Wilson,Desk,1,64.3
2023-04-22,David Wilson,Highlighter,54,12725.64
2022-12-30,David Wilson,Notebook,72,16185.6
2022-07-12,Don Finn,Stapler,63,739.62
2023-04-30,Emily Brown,Desk,37,824.73
2022-07-09,John Doe,Highlighter,90,12433.5
2022-08-16,Emily Brown,Pen,49,526.75
2022-11-18,Baby Lo,Notebook,94,23018.72
2023-01-17,Baby Lo,Highlighter,25,1507.75
2023-03-30,Jane Smith,Highlighter,68,1721.76
2023-04-27,Don Finn,Notebook,73,923.45
2022-10-28,David Wilson,Highlighter,41,6011.01
2023-05-05,John Doe,Notebook,17,190.91
2022-08-08,David Wilson,Stapler,97,5573.62
2023-05-04,John Doe,Notebook,96,1169.28
2022-10-08,Jerry Fren,Stapler,73,4039.09
2022-08-07,John Doe,Desk,77,10375.75
2023-06-11,David Wilson,Pencil,64,132920.32
2022-12-25,David Wilson,Desk,33,95160.12
2022-10-08,Don Finn,Pencil,42,1178.94
2022-11-06,Jerry Fren,Desk,99,13523.4
2022-08-23,Baby Lo,Highlighter,38,65283.24
2023-05-02,Jane Smith,Highlighter,54,2926.26
2023-03-27,Emily Brown,Stapler,7,1510.39
2022-10-01,Jerry Fren,Stapler,50,503.0
2022-10-30,Michael Johnson,Pen,51,1323.96
2023-06-11,Jerry Fren,Pen,53,80004.03
2022-12-03,Jerry Fren,Pen,3,602.28
2022-10-16,Don Finn,Stapler,37,8998.03
2022-12-01,Michael Johnson,Pencil,52,104898.04
2022-10-08,Michael Johnson,Pen,72,4656.24
2023-04-30,Michael Johnson,Highlighter,94,4843.82
2023-06-16,Don Finn,Notebook,4,42.4
2022-12-17,John Doe,Pencil,43,6198.45
2022-08-14,Emily Brown,Highlighter,54,3626.64
2022-11-19,Jane Smith,Notebook,84,142290.96
2022-07-18,Michael Johnson,Desk,51,6605.01
2022-12-24,Jerry Fren,Desk,27,3819.15
2023-02-25,Jerry Fren,Stapler,40,5921.2
2022-10-06,Don Finn,Desk,96,6307.2
2022-11-16,Emily Brown,Pen,64,14759.68
2023-01-28,Michael Johnson,Notebook,98,2263.8
2023-01-19,Don Finn,Highlighter,60,13491.0
2022-08-06,Michael Johnson,Stapler,32,401.92
2023-04-14,Jane Smith,Pen,46,10932.82
2022-07-02,Jane Smith,Pencil,92,142518.12
2022-08-15,Jerry Fren,Stapler,92,5745.4
2023-03-25,Jerry Fren,Stapler,87,5395.74
2022-12-30,Jerry Fren,Pen,90,2313.9
2022-09-09,Jerry Fren,Pencil,76,891.48
2023-02-27,Don Finn,Pencil,100,14759.0
2023-01-12,John Doe,Pen,95,22718.3
2023-04-22,Jerry Fren,Pencil,9,604.8
2023-05-27,Jane Smith,Notebook,17,2518.55
2023-05-16,Baby Lo,Pen,2,4895.38
2023-04-05,John Doe,Pencil,71,1871.56
2023-01-28,Baby Lo,Pen,83,184788.71
2023-04-15,Emily Brown,Pencil,31,6221.08
2023-03-12,Jerry Fren,Highlighter,69,171048.93
2022-11-20,Don Finn,Highlighter,12,804.96
2023-06-06,Jerry Fren,Notebook,37,5311.72
2023-02-09,John Doe,Desk,16,398.4
2022-11-22,Jerry Fren,Notebook,2,48.22
2023-03-04,Don Finn,Stapler,12,606.48
2023-01-07,John Doe,Pencil,92,2645.0
2023-06-03,Jerry Fren,Highlighter,43,10581.87
2023-06-14,Emily Brown,Pen,2,281.7
2022-09-10,Jane Smith,Highlighter,84,5675.04
2023-05-27,John Doe,Desk,73,865.05
2023-06-20,John Doe,Desk,11,299.64
2022-07-25,Jane Smith,Stapler,23,4797.11
2022-12-10,Emily Brown,Desk,27,1759.32
2022-12-22,Jerry Fren,Desk,19,3913.62
2023-03-26,Don Finn,Pen,96,6286.08
2023-02-14,Emily Brown,Notebook,38,4761.78
2022-11-24,Jane Smith,Desk,55,3847.8
2023-05-19,Don Finn,Notebook,41,1187.36
2022-10-02,David Wilson,Pen,4,261.2
2022-10-21,Baby Lo,Stapler,17,3680.16
2023-05-27,John Doe,Stapler,48,1268.64
2022-09-06,Michael Johnson,Pencil,30,82785.9
2022-07-03,Emily Brown,Pen,81,814.86
2023-05-06,David Wilson,Stapler,66,163709.04
2023-05-03,Michael Johnson,Pen,26,5957.38
2022-12-02,Jane Smith,Stapler,49,2928.24
2022-10-21,Baby Lo,Desk,38,5253.12
2022-10-04,Baby Lo,Pencil,81,2063.88
2022-09-05,Michael Johnson,Highlighter,79,17173.81
2022-12-21,John Doe,Notebook,85,5865.85
2022-12-16,Jane Smith,Highlighter,96,19259.52
2022-07-06,Michael Johnson,Pencil,56,8000.16
2022-07-22,Emily Brown,Desk,77,10506.65
2022-12-29,John Doe,Pencil,15,1996.05
2022-09-21,Baby Lo,Stapler,52,1131.0
2023-03-20,Michael Johnson,Desk,1,232.45
2023-06-13,Michael Johnson,Notebook,31,662.16
2023-02-04,Jane Smith,Highlighter,17,3598.9
2022-08-29,John Doe,Highlighter,57,136906.59
2022-12-13,Emily Brown,Notebook,84,10710.84
2023-01-29,Jerry Fren,Notebook,29,7141.83
2023-02-04,Michael Johnson,Highlighter,77,17435.11
2023-01-30,Emily Brown,Notebook,6,11293.62
2022-10-15,Emily Brown,Desk,3,728.16
2023-05-26,Michael Johnson,Highlighter,12,2401.68
2022-06-23,Emily Brown,Highlighter,50,6806.0
2023-02-06,Don Finn,Notebook,72,4968.0
2022-07-01,John Doe,Desk,30,330.6
2022-09-10,Emily Brown,Pencil,47,2539.88
2023-01-08,John Doe,Highlighter,44,91521.32
2022-08-31,Emily Brown,Pen,22,230.12
2022-12-05,John Doe,Notebook,58,3082.12
2022-09-15,David Wilson,Pen,15,3171.0
2023-05-21,Jane Smith,Pencil,31,4194.3
2022-09-19,Jane Smith,Pen,39,8452.86
2022-10-07,Michael Johnson,Stapler,4,900.48
2022-09-29,Baby Lo,Desk,35,1020.95
2022-12-05,Michael Johnson,Pen,21,626.01
2023-02-26,Emily Brown,Stapler,37,455.47
2022-12-30,Emily Brown,Pencil,40,2145.6
2022-09-04,John Doe,Stapler,16,2323.68
2022-09-29,Emily Brown,Stapler,51,1528.98
2022-10-21,Don Finn,Pen,46,6727.96
2023-03-14,Jerry Fren,Pen,68,3941.28
2022-08-25,Emily Brown,Highlighter,85,4427.65
2022-09-13,David Wilson,Pen,89,1051.09
2023-06-01,Jerry Fren,Pen,52,99301.28
2022-10-18,John Doe,Pencil,83,1063.23
2022-12-20,Don Finn,Notebook,25,284.25
2023-02-22,Emily Brown,Notebook,26,629.98
2023-05-09,Jane Smith,Desk,30,3785.1
2022-07-22,David Wilson,Stapler,6,1477.02
2023-02-05,Michael Johnson,Pen,21,596.61
2023-01-24,Jerry Fren,Stapler,51,2848.35
2022-07-01,David Wilson,Stapler,73,1779.01
2023-02-03,Emily Brown,Desk,17,1132.37
2022-12-22,David Wilson,Highlighter,13,1736.8
2023-01-31,Baby Lo,Notebook,59,150427.58
2023-01-20,Jerry Fren,Desk,54,7337.52
2023-02-13,Jane Smith,Desk,8,1141.92
2022-09-15,Jane Smith,Desk,25,56741.75
2023-01-02,David Wilson,Notebook,30,3966.3
2022-12-25,Don Finn,Notebook,61,1396.9
2022-08-20,Don Finn,Pencil,79,194509.85
2022-07-07,David Wilson,Notebook,56,3329.2
2022-10-21,David Wilson,Highlighter,74,17870.26
2023-05-15,Michael Johnson,Pen,66,3420.78
2023-04-21,David Wilson,Pencil,9,1132.65
2023-03-09,Jerry Fren,Pen,57,7886.52
2022-08-15,Don Finn,Pencil,9,20475.09
2023-04-10,David Wilson,Pen,25,5556.5
2022-08-29,John Doe,Pen,86,2347.8
2022-07-20,Jerry Fren,Desk,66,803.88
2022-12-01,Jane Smith,Pencil,54,7658.28
2022-12-08,Baby Lo,Stapler,35,4937.45
2022-08-13,Don Finn,Highlighter,81,1047.33
2022-09-04,Jane Smith,Notebook,84,11891.04
2022-07-31,Don Finn,Pencil,66,3742.2
2022-10-24,John Doe,Desk,87,21468.12
2022-09-24,Jerry Fren,Desk,5,11306.85
2022-07-14,Don Finn,Desk,74,4233.54
2023-05-17,Baby Lo,Stapler,22,597.52
2023-06-14,John Doe,Desk,76,1549.64
2022-07-25,David Wilson,Notebook,83,1008.45
2022-11-16,John Doe,Desk,82,4981.5
2022-07-01,Emily Brown,Notebook,21,41858.67
2023-01-30,Emily Brown,Desk,28,6296.64
2022-07-06,Baby Lo,Highlighter,28,315.28
2023-05-27,David Wilson,Highlighter,27,62256.6
2023-02-13,Emily Brown,Pencil,20,2479.4
2023-04-11,Jane Smith,Stapler,34,2068.22
2023-03-12,John Doe,Desk,86,12852.7
2022-08-25,Michael Johnson,Pen,34,381.82
2023-02-02,Jerry Fren,Highlighter,39,77969.97
2022-11-26,Jane Smith,Notebook,48,498.72
2022-09-01,Baby Lo,Highlighter,76,10203.76
2023-03-27,David Wilson,Highlighter,41,8509.14
2022-08-02,Don Finn,Highlighter,84,12222.84
2022-06-24,Emily Brown,Highlighter,74,16268.16
2022-07-09,David Wilson,Pencil,44,1055.12
2023-04-19,Jane Smith,Pen,64,769.28
2023-03-29,Emily Brown,Notebook,20,4572.8
2022-11-20,David Wilson,Desk,55,7009.75
2022-11-06,Don Finn,Stapler,7,200.97
2023-05-28,David Wilson,Stapler,88,21680.56
2022-06-24,Michael Johnson,Pencil,94,1915.72
2022-11-05,Jane Smith,Desk,46,478.4
2022-10-01,John Doe,Stapler,83,5101.18
2023-04-11,Michael Johnson,Pen,12,619.56
2022-09-03,Baby Lo,Notebook,9,1167.75
2023-02-02,John Doe,Pen,88,144889.36
2022-12-19,Jerry Fren,Notebook,93,5479.56
2023-05-26,John Doe,Highlighter,84,10347.96
2022-09-09,Don Finn,Desk,86,20151.52
2022-11-17,Baby Lo,Stapler,91,22422.4
2022-07-01,Jane Smith,Notebook,91,2435.16
2023-02-12,Baby Lo,Notebook,47,11611.82
2023-01-27,Jane Smith,Stapler,41,446.49
2023-03-21,Jane Smith,Pen,84,932.4
2023-01-09,Baby Lo,Pen,67,3663.56
2022-09-29,Don Finn,Stapler,85,2074.0
2022-10-12,Baby Lo,Stapler,24,297.6
2022-07-21,Baby Lo,Stapler,88,12630.64
2023-02-21,Jane Smith,Notebook,39,475.02
2022-10-06,Jerry Fren,Pencil,87,2569.11
2023-05-27,John Doe,Pencil,13,144.95
2022-09-18,Baby Lo,Desk,28,3490.2
2022-08-22,Michael Johnson,Pen,87,4833.72
2022-07-31,Baby Lo,Notebook,74,15069.36
2023-01-25,Jane Smith,Notebook,61,8023.33
2022-09-28,Don Finn,Pen,4,43.72
2023-04-29,Jerry Fren,Notebook,18,2306.52
2022-10-15,Jane Smith,Highlighter,66,826.98
2022-07-21,David Wilson,Desk,3,67.14
2022-12-29,Michael Johnson,Notebook,11,24780.69
2022-12-19,Baby Lo,Desk,50,1138.0
2022-11-17,Don Finn,Notebook,69,1386.9
2023-04-01,Michael Johnson,Pen,65,4215.25
2022-12-28,Emily Brown,Notebook,91,1011.92
2022-12-11,Emily Brown,Stapler,15,444.0
2023-03-09,David Wilson,Pen,34,7079.48
2022-08-17,Emily Brown,Highlighter,68,1669.4
2022-10-10,Jerry Fren,Pen,22,42710.58
2022-07-25,Jerry Fren,Highlighter,46,11143.04
2023-01-09,Baby Lo,Desk,71,765.38
2022-08-05,Jerry Fren,Notebook,43,9121.16
2022-07-10,Jerry Fren,Stapler,68,183659.84
2023-06-05,Jane Smith,Notebook,26,265.72
2023-04-03,Emily Brown,Pen,55,144236.95
2023-01-05,Jerry Fren,Pencil,70,832.3
2022-08-02,Michael Johnson,Highlighter,24,258.0
2023-01-03,Emily Brown,Highlighter,94,12919.36
2022-10-29,Emily Brown,Notebook,80,910.4
2022-12-30,Jerry Fren,Highlighter,77,130428.76
2022-08-26,Jerry Fren,Notebook,57,113127.9
2023-04-24,Emily Brown,Pen,55,609.95
2023-06-10,Jane Smith,Stapler,18,42633.54
2022-12-19,Baby Lo,Pen,29,339.88
2023-02-20,Don Finn,Pen,69,3603.87
2022-06-20,John Doe,Stapler,57,110423.25
2022-09-07,Michael Johnson,Pencil,61,14282.54
2023-01-30,Jerry Fren,Pencil,51,2635.68
2022-07-30,Michael Johnson,Pen,34,4303.04
2023-05-24,Michael Johnson,Notebook,85,18771.4
2022-10-06,David Wilson,Highlighter,31,380.68
2022-11-19,Emily Brown,Pencil,24,5828.64
2023-05-20,Don Finn,Pen,11,1573.33
2022-12-02,Baby Lo,Stapler,9,1294.47
2023-01-31,Jerry Fren,Pen,4,267.64
2022-11-26,David Wilson,Highlighter,12,33044.76
2022-07-19,Emily Brown,Desk,69,696.9
2022-10-23,Jane Smith,Stapler,87,11926.83
2022-10-16,Michael Johnson,Notebook,62,106760.28
2022-12-06,David Wilson,Notebook,2,44.12
2023-04-22,Baby Lo,Desk,94,5832.7
2022-10-28,Baby Lo,Pen,42,2169.3
2023-02-19,Jerry Fren,Stapler,94,170583.68
2023-02-23,David Wilson,Pencil,5,10229.3
2022-09-10,Don Finn,Pencil,92,19851.76
2022-08-21,Don Finn,Highlighter,14,798.98
2022-11-07,Don Finn,Pen,12,151.68
2023-05-10,Emily Brown,Desk,74,10453.98
2022-08-24,Michael Johnson,Desk,87,19932.57
2023-01-02,Baby Lo,Stapler,23,606.97
2023-02-26,Jane Smith,Desk,40,820.8
2022-10-17,John Doe,Pen,85,4592.55
2022-10-30,Jerry Fren,Highlighter,17,2307.41
2023-02-27,Don Finn,Highlighter,85,4427.65
2023-05-20,John Doe,Notebook,49,635.04
2023-06-11,Don Finn,Stapler,5,148.05
2022-12-29,John Doe,Notebook,78,870.48
2022-09-13,Jane Smith,Highlighter,42,973.98
2023-02-05,Michael Johnson,Notebook,38,5534.32
2023-05-27,Don Finn,Pen,73,184268.06
2023-06-11,John Doe,Highlighter,11,31021.65
2022-08-04,Jane Smith,Pencil,75,892.5
2022-08-23,Don Finn,Pen,85,2382.55
2023-06-11,Don Finn,Pen,68,818.72
2022-11-30,Jerry Fren,Notebook,70,775.6
2022-10-15,Jane Smith,Pen,77,18833.43
2023-04-14,Baby Lo,Pen,3,204.42
2023-05-10,Jane Smith,Highlighter,7,180.53
2022-07-09,Michael Johnson,Pen,32,1924.16
2023-01-07,John Doe,Pencil,77,819.28
2023-01-22,Michael Johnson,Pencil,8,173.84
2022-11-26,John Doe,Desk,5,283.2
2023-01-02,Don Finn,Highlighter,36,4756.68
2022-07-26,Emily Brown,Highlighter,47,5789.93
2023-02-22,Baby Lo,Notebook,100,224589.0
2023-05-07,Emily Brown,Notebook,77,201539.03
2022-07-01,Emily Brown,Highlighter,56,3134.88
2023-06-06,Michael Johnson,Pen,69,1590.45
2022-09-10,John Doe,Desk,43,67011.63
2022-06-22,Michael Johnson,Stapler,82,137563.2
2023-01-09,Jerry Fren,Pen,91,11331.32
2023-03-28,Michael Johnson,Notebook,17,928.71
2023-01-29,Jerry Fren,Desk,29,68025.59
2022-09-15,John Doe,Notebook,61,3564.84
2022-07-01,Jane Smith,Notebook,2,24.18
2022-10-24,Don Finn,Notebook,54,659.34
2022-10-23,David Wilson,Notebook,53,3095.2
2022-11-21,John Doe,Notebook,68,8595.88
2022-09-21,Michael Johnson,Highlighter,59,12890.32
2022-09-02,John Doe,Pen,53,127837.06
2022-10-20,Don Finn,Notebook,11,124.63
2022-10-07,Emily Brown,Notebook,17,415.65
2023-03-24,Don Finn,Pen,85,5503.75
2022-09-08,Baby Lo,Pencil,3,7593.09
2022-07-28,Don Finn,Desk,20,510.6
2023-05-21,David Wilson,Pen,44,2672.56
2023-03-22,Jane Smith,Stapler,2,20.14
2023-01-09,Michael Johnson,Notebook,34,383.86
2022-09-08,Michael Johnson,Highlighter,34,64872.68
2023-03-26,John Doe,Stapler,19,48180.2
2022-10-13,Emily Brown,Pen,100,23339.0
2023-03-14,David Wilson,Stapler,82,10648.52
2023-02-03,Don Finn,Pen,48,1132.32
2022-11-03,Baby Lo,Pen,1,127.72
2023-05-20,Jane Smith,Pen,44,125005.32
2023-03-29,Jane Smith,Stapler,36,97253.28
2023-06-04,Michael Johnson,Pencil,41,482.16
2022-06-25,John Doe,Notebook,83,4574.13
2022-12-11,Michael Johnson,Stapler,86,4624.22
2022-06-27,Don Finn,Notebook,68,4367.64
2023-03-31,Don Finn,Notebook,56,658.0
2022-10-13,Baby Lo,Stapler,33,70511.43
2022-10-09,Baby Lo,Notebook,59,654.9
2022-11-17,Jerry Fren,Stapler,70,4378.5
2023-02-05,David Wilson,Pencil,25,276.75
2022-08-02,Don Finn,Pencil,91,18728.71
2023-04-07,Michael Johnson,Pen,20,2557.6
2023-05-16,Don Finn,Notebook,79,4890.89
2023-05-30,Jerry Fren,Notebook,94,22602.3
2023-04-27,David Wilson,Notebook,13,2984.28
2023-05-30,John Doe,Desk,19,31701.69
2023-01-26,Emily Brown,Desk,20,4134.8
2023-01-15,Jerry Fren,Notebook,88,137443.68
2022-08-07,Emily Brown,Pencil,81,18416.16
2023-03-23,Don Finn,Stapler,50,11200.0
2022-07-21,Emily Brown,Stapler,41,434.19
2023-05-15,Jane Smith,Pencil,19,2565.0
2022-12-31,John Doe,Pen,96,6588.48
2023-04-03,Jane Smith,Pencil,90,4960.8
2023-02-13,Baby Lo,Pencil,71,16778.72
2022-07-22,Jerry Fren,Desk,78,1686.36
2023-02-21,David Wilson,Stapler,60,633.6
2023-06-15,Jerry Fren,Stapler,55,662.75
2022-09-23,Baby Lo,Stapler,58,3149.98
2023-03-07,Baby Lo,Pencil,26,1779.18
2023-01-20,Emily Brown,Desk,88,4501.2
2023-02-26,Baby Lo,Highlighter,60,660.0
2022-08-22,Jane Smith,Pen,66,14193.96
2022-11-16,Don Finn,Notebook,75,11090.25
2023-04-10,Emily Brown,Notebook,50,116786.5
2022-07-03,Don Finn,Pencil,10,1327.2
2023-05-01,John Doe,Highlighter,88,11126.72
2023-02-26,John Doe,Desk,51,152355.36
2022-12-09,Don Finn,Pen,92,12620.56
2023-03-16,Jerry Fren,Pen,84,1031.52
2022-07-25,Baby Lo,Desk,74,1700.52
2022-09-14,Baby Lo,Highlighter,43,2153.44
2023-05-12,David Wilson,Desk,87,1928.79
2022-11-21,David Wilson,Notebook,84,2045.4
2022-07-27,David Wilson,Notebook,71,122467.19
2022-11-02,Don Finn,Highlighter,51,1454.01
2023-05-21,Baby Lo,Desk,70,771.4
2022-06-24,Jane Smith,Notebook,77,1600.83
2022-07-09,Don Finn,Desk,22,3179.44
2022-12-06,Jerry Fren,Stapler,66,823.02
2022-07-04,John Doe,Stapler,93,4963.41
2023-02-25,Baby Lo,Pencil,73,17689.36
2023-06-08,Jane Smith,Stapler,76,18794.04
2023-04-17,Jerry Fren,Highlighter,53,81636.43
2022-11-14,Don Finn,Pen,35,4597.25
2022-07-07,Jane Smith,Pen,13,2656.29
2022-12-23,Don Finn,Stapler,84,1083.6
2022-12-28,David Wilson,Highlighter,86,11627.2
2022-07-06,Don Finn,Pen,18,3712.5
2022-08-30,Emily Brown,Pen,31,82494.72
2022-07-29,Baby Lo,Pen,91,21011.9
2022-12-27,Baby Lo,Notebook,82,2433.76
2023-04-17,Emily Brown,Stapler,51,7065.54
2022-07-13,Michael Johnson,Pencil,42,511.98
2022-08-26,Jane Smith,Pen,47,88018.31
2023-05-23,Baby Lo,Pencil,16,2253.6
2023-06-08,John Doe,Pencil,29,756.03
2022-09-03,Don Finn,Highlighter,61,655.14
2023-05-21,Don Finn,Notebook,58,694.84
2023-04-28,Emily Brown,Highlighter,12,26614.2
2023-01-20,Michael Johnson,Desk,46,502.32
2022-07-19,John Doe,Desk,91,166580.96
2022-08-21,Don Finn,Pencil,4,105.84
2023-03-28,Jane Smith,Pen,9,248.67
2023-03-27,Jane Smith,Notebook,79,1809.1
2022-12-06,Jerry Fren,Pencil,54,11638.08
2023-02-18,Michael Johnson,Stapler,15,2094.45
2022-10-12,Emily Brown,Pen,33,7847.73
2023-05-26,Jerry Fren,Pen,32,399.04
2023-04-23,Jane Smith,Highlighter,16,322.88
2022-10-30,John Doe,Pencil,51,7073.19
2023-01-01,Baby Lo,Pencil,37,8669.84
2023-01-23,Don Finn,Pencil,62,7591.28
2023-05-21,John Doe,Highlighter,38,5456.04
2023-02-11,John Doe,Pen,35,99915.55
2023-04-15,John Doe,Highlighter,75,211987.5
2022-07-08,David Wilson,Stapler,66,113415.72
2022-07-06,Emily Brown,Pencil,75,1952.25
2022-07-28,Michael Johnson,Notebook,40,9665.2
2023-02-16,Baby Lo,Pen,14,751.38
2023-02-03,Emily Brown,Highlighter,88,2417.36
2023-03-07,David Wilson,Notebook,47,562.12
2022-07-30,Jane Smith,Desk,92,247369.6
2022-07-10,Baby Lo,Highlighter,37,442.52
2022-11-29,Don Finn,Pencil,2,4406.18
2023-01-14,Jane Smith,Pencil,72,1471.68
2023-01-25,Don Finn,Desk,88,1788.16
2022-10-17,Don Finn,Notebook,86,1111.98
2023-02-18,John Doe,Pen,73,3905.5
2023-04-05,Don Finn,Stapler,26,575.12
2023-01-11,Emily Brown,Highlighter,54,7561.08
2022-12-12,John Doe,Stapler,58,6961.74
2023-03-28,Michael Johnson,Pencil,59,1664.98
2023-02-06,Don Finn,Notebook,28,345.52
2023-06-14,Don Finn,Desk,14,1871.38
2023-02-11,Emily Brown,Notebook,33,76387.41
2022-07-12,John Doe,Stapler,32,1925.76
2023-01-28,Jane Smith,Pen,81,11795.22
2022-06-21,John Doe,Desk,17,218.96
2023-03-10,Don Finn,Highlighter,58,13955.96
2023-03-16,Jane Smith,Desk,55,7316.1
2023-04-26,Michael Johnson,Highlighter,17,372.47
2022-10-25,Baby Lo,Pen,6,1239.72
2023-04-21,David Wilson,Stapler,3,632.55
2022-06-29,Jane Smith,Pen,99,6040.98
2022-10-09,Jane Smith,Notebook,16,3239.36
2023-02-11,John Doe,Highlighter,6,60.6
2023-01-16,John Doe,Pencil,59,7793.31
2023-04-30,Jerry Fren,Pencil,8,171.36
2023-06-14,David Wilson,Stapler,52,7646.08
2023-01-26,Emily Brown,Highlighter,73,113335.42
2023-03-04,Emily Brown,Highlighter,48,143588.16
2022-07-07,Emily Brown,Notebook,78,1977.3
2023-06-02,Baby Lo,Desk,86,1077.58
2023-05-13,Jerry Fren,Desk,88,19226.24
2022-10-06,John Doe,Highlighter,86,18277.58
2023-01-01,David Wilson,Pencil,2,41.74
2023-02-11,Don Finn,Notebook,30,50377.5
2022-11-30,Jerry Fren,Stapler,2,445.4
2022-10-03,Baby Lo,Notebook,99,5376.69
2022-11-22,Michael Johnson,Pen,18,2646.0
2023-05-26,Don Finn,Highlighter,3,74.97
2023-02-24,John Doe,Pen,62,655.96
2023-06-08,Baby Lo,Desk,31,88065.11
